image,img_w,img_h,x,y,w,h,subset
46ba7649c2f67f.jpg,1578,1578,317,143,983,610,train
379142425613fd.jpg,3600,3600,522,669,999,316,train
6bda237bbfc4e7.jpg,1974,1974,469,54,281,123,train
8a7126c9d0f075.jpg,3599,3599,962,1164,1019,608,train
7bab3fc7f1b6af.jpg,3600,3600,1465,18,421,197,train
a6f7e3a724fab5.jpg,283,283,4,0,279,115,train
927e8ef0fa6507.jpg,1162,1162,567,137,223,92,train
52c6479dbcc43f.jpg,1036,1036,0,0,1032,1263,train
fbf5743ee5ba00.jpg,221,221,0,2,221,248,train
6a569c1688f99c.jpg,255,255,0,1,255,325,train
7a14b50b90902a.jpg,3504,3504,1619,923,407,341,train
7c4f4040825886.jpg,908,908,361,37,317,174,train
c4cd36f7343ceb.jpg,572,572,49,76,495,284,train
37fbaef5bff77d.jpg,3599,3599,127,267,506,322,train
958dce525b620d.jpg,1016,1016,285,28,281,234,train
1b0db25efed04f.jpg,596,596,0,3,596,662,train
82fdaf9a3bbe84.jpg,3600,3600,1055,1316,380,310,train
75019b6c7a3aed.jpg,1970,1970,187,153,1680,1029,train
cf39eece147c01.jpg,3504,3504,960,359,1355,752,train
7b8d672642f7eb.jpg,3599,3599,1451,1183,1050,333,train
44947f11cbf276.jpg,3599,3599,1470,789,809,460,train
bd86ccea28a29c.jpg,3504,3504,1687,963,618,457,train
794bdd4aff1a61.jpg,1531,1531,42,161,1464,916,train
464f3906278ebc.jpg,3599,3599,2402,1362,260,141,train
6ceed424a86486.jpg,3600,3600,1603,1,461,241,train
8723e507facd6d.jpg,3599,3599,1017,24,1058,297,train
bdb25d51f5e6dc.jpg,3504,3504,604,365,1718,1133,train
951f603c1b5303.jpg,3599,3599,1719,1231,251,101,train
387f6a46520405.jpg,3599,3599,1184,734,607,238,train
baa96df358560c.jpg,3599,3599,1374,449,486,146,train
2729764fdc8d38.jpg,3599,3599,2912,1147,354,144,train
55a5ac08728ddb.jpg,3504,3504,1505,672,795,438,train
013cfccddd6768.jpg,3599,3599,1097,703,358,160,train
f75c16d5577aec.jpg,3485,3485,1530,529,592,424,train
8d2b50359de139.jpg,3504,3504,900,681,571,173,train
2bc42058aa5024.jpg,3599,3599,1474,851,361,372,train
5a1e1a0cbbd609.jpg,547,547,14,20,526,297,train
5060cbc400b5ea.jpg,3599,3599,695,92,450,217,train
1f8e112363c055.jpg,1722,1722,1095,94,206,118,train
c90f5cf53a00c2.jpg,752,752,459,36,133,52,train
7e5b38dcbf3e76.jpg,3316,3316,1397,633,1168,872,train
51f5d328aa23f0.jpg,3599,3599,1384,1309,531,272,train
781d640085bd82.jpg,3599,3599,929,205,989,592,train
8fe5c97cdf889c.jpg,895,895,0,6,895,965,train
a8f73f866e5731.jpg,345,345,0,48,36,33,train
4ca7d2d0aa208f.jpg,1043,1043,6,73,201,104,train
7bc98668e444ce.jpg,3600,3600,1446,652,1684,958,train
62d9bc09526107.jpg,232,232,0,5,223,267,train
213cc86db78204.jpg,2048,2048,1232,320,331,137,train
1f12bddd8bab72.jpg,3599,3599,1458,427,1796,1319,train
58e7d933b38b64.jpg,2000,2000,0,619,84,153,train
29e7d3e621fe83.jpg,670,670,36,82,199,40,train
2b3ec6fa1ce31f.jpg,3599,3599,2075,1154,390,188,train
4bb8d1db5017b8.jpg,3052,3052,1603,80,577,298,train
1b7b4b6864cfc5.jpg,3600,3600,512,267,2684,1075,train
2c79e68038f773.jpg,692,692,0,3,692,751,train
d3c7de7ddf2b08.jpg,3414,3414,539,958,637,228,train
ad590a23146c22.jpg,3456,3456,1511,717,537,389,train
59ec0b4129f72d.jpg,1817,1817,234,478,505,318,train
e37e1ba61dc1c7.jpg,3600,3600,2152,739,533,200,train
d229df065b954d.jpg,3456,3456,1181,835,414,278,train
4ad49664e65db5.jpg,3600,3600,564,629,2129,1057,train
46f8ead85d67e1.jpg,3599,3599,1321,306,818,265,train
cea60dde032827.jpg,446,446,0,0,22,15,train
48cf42ffc5f524.jpg,3504,3504,1555,735,341,281,train
a7865dd6768915.jpg,3000,3000,87,0,2913,1497,train
18186e3e52fe5d.jpg,3497,3497,1260,125,1358,1139,train
eb5b778fabfcd3.jpg,3599,3599,752,96,1704,1205,train
09be27e4269796.jpg,3456,3456,1468,767,621,383,train
7be12f3391ae51.jpg,1640,1640,819,0,285,158,train
24e7a2d70a08f1.jpg,3599,3599,2308,910,741,669,train
804f2165c6a8b7.jpg,2427,2427,674,0,760,460,train
e60a8cdb5f1d31.jpg,476,476,423,2,52,44,train
6d0aa9807cbcbd.jpg,3456,3456,687,304,1463,743,train
6487a847bdbd95.jpg,917,917,248,108,440,324,train
65b628704a8840.jpg,1665,1665,485,132,764,613,train
13b91633d7bb50.jpg,2211,2211,382,323,1524,844,train
dec4a190d06d62.jpg,3600,3600,1695,169,420,190,train
eacb8ff8262efc.jpg,656,656,6,29,648,427,train
614884d320fda4.jpg,1748,1748,554,17,461,217,train
d059a808117636.jpg,1773,1773,536,24,301,159,train
048ee6eac3660b.jpg,1642,1642,262,185,477,347,train
c4442527fbd299.jpg,327,327,0,1,314,370,train
ef2fa35161cd2a.jpg,3504,3504,1210,1137,389,307,train
bc882dd38e528e.jpg,906,906,0,11,895,1214,train
dcca86558115ce.jpg,3450,3450,996,40,877,284,train
553c32b6dada19.jpg,3390,3390,987,180,1384,1347,train
76e11af413e957.jpg,2476,2476,124,69,1497,720,train
907a1e10ce8ea0.jpg,3599,3599,2153,1497,174,71,train
286558b8a9a442.jpg,3456,3456,1309,488,991,777,train
10d7c77dbccfdc.jpg,1034,1034,485,13,226,63,train
0a6ed42146796a.jpg,2376,2376,1334,32,949,635,train
7214afdfedb143.jpg,1231,1231,226,266,653,522,train
17296e9f4db090.jpg,3039,3039,94,901,457,242,train
ea725201eaf9cc.jpg,463,463,91,75,263,132,train
cfbe34bb09b569.jpg,3467,3467,508,42,1507,772,train
6b3b42ef033ff9.jpg,3456,3456,1345,663,747,512,train
4838bf0f042cc9.jpg,3600,3600,2116,211,650,315,train
6bc7a817d92d49.jpg,701,701,203,40,127,46,train
15403fd6972b4f.jpg,3504,3504,1182,872,406,333,train
9711ad27738b72.jpg,3600,3600,1268,889,231,174,train
b42bc3248e179a.jpg,3599,3599,1218,829,688,238,train
6b0003c8b3b52f.jpg,1195,1195,1096,28,99,267,train
30fa465d4db5ba.jpg,404,404,1,26,45,40,train
129bd813099faa.jpg,3599,3599,637,591,1735,1313,train
91bdebfae4c7e2.jpg,1381,1381,249,276,759,563,train
d4d8329b777f02.jpg,3504,3504,1659,586,814,612,train
2b979ab177d4e7.jpg,2892,2892,1741,957,427,151,train
39108a24ee99df.jpg,3600,3600,1181,263,1704,1412,train
99e561821772f0.jpg,2483,2483,34,111,305,140,train
3029cef53b0e5e.jpg,3599,3599,1676,1819,172,66,train
1fb2bc3d99bdf5.jpg,3600,3600,167,352,381,196,train
06319c2db51733.jpg,540,540,101,16,347,231,train
ca0eb49a12a059.jpg,3259,3259,1860,59,378,204,train
04ee46d9fa7b28.jpg,3599,3599,1691,1339,187,101,train
aca384007a10a1.jpg,3599,3599,1459,827,629,200,train
72f2d59be15036.jpg,3599,3599,2077,1398,674,197,train
9bc04ec149baec.jpg,2065,2065,250,80,967,602,train
f446748d3f04e0.jpg,3600,3600,3531,1130,66,310,train
e621133d537284.jpg,3600,3600,869,927,1335,706,train
3f7cff9ec8df7e.jpg,3456,3456,1415,227,937,615,train
70208218d6415e.jpg,3504,3504,1443,1357,569,193,train
1d7faa9685a8f5.jpg,1206,1206,48,31,192,89,train
1f9b175509bc34.jpg,3599,3599,2282,1128,305,121,train
b2e399b4ab9d09.jpg,3504,3504,1506,812,464,349,train
c29455c81460ce.jpg,1241,1241,0,15,1117,697,train
93ad058eb84992.jpg,3600,3600,1258,1113,313,192,train
ac72a6074fe358.jpg,2768,2768,1553,346,1133,797,train
47f6a13a6658f7.jpg,3599,3599,1608,1221,256,129,train
f0d772cd5f7cfc.jpg,2515,2515,2014,95,366,139,train
0ee339eae36a5b.jpg,3600,3600,1134,66,1135,920,train
36e0a33eee8cd0.jpg,920,920,4,17,910,840,train
62961b061f07c1.jpg,3008,3008,1769,327,1163,358,train
6882246ed96508.jpg,782,782,478,191,208,153,train
b6a57d3ca5c85c.jpg,1946,1946,1728,225,218,224,train
4dd7e4c0556a43.jpg,290,290,112,41,163,43,train
d60bebc826bd8f.jpg,3599,3599,942,34,589,250,train
125a605696d462.jpg,568,568,303,23,120,43,train
d6239e5ede9040.jpg,3599,3599,1773,1218,236,94,train
611055b44e1d8b.jpg,3600,3600,1114,895,1001,349,train
ae95199f033651.jpg,3504,3504,1333,1088,522,424,train
6ee3f0cb43b584.jpg,3072,3072,1736,709,516,368,train
731c80f0058b20.jpg,3599,3599,2388,1604,263,181,train
10971a3d5315b2.jpg,3456,3456,1461,526,713,515,train
15e800bf1114f2.jpg,3456,3456,1833,474,574,387,train
22d1855aa3c85e.jpg,3504,3504,1390,519,956,730,train
cf4dfa955aa4dd.jpg,1733,1733,0,142,244,257,train
659af63a41f02b.jpg,237,237,9,16,226,157,train
b5c5be5e0d7e12.jpg,3456,3456,870,514,1415,781,train
1bf29eef9b5dcf.jpg,3599,3599,2212,869,411,141,train
e39a619e41ccb6.jpg,1817,1817,267,58,469,253,train
0ae2c0eda0d4d8.jpg,3504,3504,1566,1,806,695,train
9fbc39a2bc1acc.jpg,1276,1276,177,139,982,594,train
f8615f63ecc257.jpg,479,479,262,66,76,30,train
9e53230ee65ee7.jpg,3504,3504,1730,708,322,135,train
703c9231940d92.jpg,3600,3600,1634,1420,111,51,train
824d52e0c22e6f.jpg,3504,3504,1586,777,762,501,train
faa5e435f82547.jpg,3600,3600,1694,1169,254,226,train
6f68a5f3132b7a.jpg,3599,3599,1193,767,1693,729,train
33b85aa5d2455b.jpg,2240,2240,1936,541,300,223,train
2f832af1f95e82.jpg,627,627,390,0,227,48,train
724be4c0c49c29.jpg,3504,3504,1449,804,742,445,train
3d6b2b32941fe6.jpg,443,443,0,5,440,441,train
04ba82de78e046.jpg,3600,3600,483,1234,461,144,train
bac1514f446156.jpg,375,375,4,4,367,344,train
2a540f210686e4.jpg,2240,2240,862,652,226,62,train
915a12219f291d.jpg,3599,3599,1430,725,338,262,train
10bb9b1d1acfeb.jpg,1432,1432,0,181,144,110,train
f626b30daec3b1.jpg,266,266,3,14,260,210,train
63093de699e91b.jpg,3600,3600,1019,787,709,547,train
2c79fa354d88eb.jpg,1358,1358,1041,26,304,298,train
802216dbaa75af.jpg,1730,1730,192,81,377,108,train
d4454594440c05.jpg,3599,3599,1400,611,782,610,train
c84f5b5734ad88.jpg,1566,1566,22,71,1037,586,train
94f4bdfb482087.jpg,1620,1620,689,461,158,57,train
77c2c64504348f.jpg,3599,3599,1293,621,201,89,train
b961546d4dda31.jpg,3504,3504,1352,131,811,288,train
fd90cf4f1bde97.jpg,3599,3599,1693,46,1105,323,train
2645b49850250a.jpg,3504,3504,1885,213,615,498,train
ceee52a866dc96.jpg,3456,3456,1119,360,1048,589,train
0987cecae1e014.jpg,3599,3599,1619,891,369,342,train
89fa55cf1a6cd7.jpg,3504,3504,1856,962,322,251,train
c0646965b97a90.jpg,1920,1920,1341,7,294,142,train
984749d19993b4.jpg,3599,3599,1796,1089,787,215,train
f833d10ed16b5b.jpg,3456,3456,1509,1004,266,205,train
9a27f1bfeef8bf.jpg,3164,3164,905,574,1165,698,train
0676a5f467c1f9.jpg,679,679,363,27,53,39,train
eb5aa4d6528d5c.jpg,3599,3599,1715,1301,98,42,train
45e597194da508.jpg,3504,3504,868,879,1175,949,train
5eb0b51108af64.jpg,828,828,322,30,478,290,train
887a452162389c.jpg,3599,3599,2803,1790,158,66,train
97dbe76dc319ec.jpg,3158,3158,2018,922,502,186,train
25e53e121dda27.jpg,1529,1529,1248,293,206,60,train
51bf7dc5af2ca4.jpg,3456,3456,1336,670,486,445,train
cc026f41f6d8de.jpg,3599,3599,1012,0,424,202,train
fb51fd34df711f.jpg,3504,3504,1713,570,1030,619,train
7821fb3aac6756.jpg,3599,3599,1119,43,1505,867,train
e980debef20ba4.jpg,1037,1037,278,224,530,341,train
246ed3b2dc2dd4.jpg,492,492,0,1,492,614,train
8aa45cec93ed4d.jpg,3504,3504,1820,1208,322,309,train
e418777a8000a3.jpg,3599,3599,1600,64,604,254,train
41902a89f80e25.jpg,3599,3599,2758,994,305,254,train
5315b8af6543f5.jpg,3456,3456,1753,766,364,308,train
2e02dc464a9613.jpg,3456,3456,1222,660,545,448,train
9f69bdb024951d.jpg,3599,3599,0,72,1502,1250,train
8df1be8eedbaf8.jpg,3599,3599,1553,1139,401,165,train
470c7bcd3fff62.jpg,2387,2387,416,225,1421,847,train
88282742c7a155.jpg,3600,3600,638,552,1880,1200,train
d8f035dc23e084.jpg,3599,3599,1197,679,1146,692,train
9852fc2314d013.jpg,3600,3600,1721,1007,342,222,train
74777d21531618.jpg,257,257,1,11,254,212,train
a8c8593024ca04.jpg,788,788,4,73,782,588,train
eeabd43e4b5731.jpg,753,753,7,82,741,468,train
5128e8a600db2d.jpg,3504,3504,1396,809,319,295,train
f587f8e058d0d2.jpg,3504,3504,1081,632,1458,777,train
6b6e2456801c23.jpg,1310,1310,509,255,318,114,train
f180722afbf18b.jpg,198,198,0,1,198,212,train
91978a23d4cdc2.jpg,2369,2369,1967,728,182,116,train
f3905264b871c7.jpg,432,432,2,3,427,398,train
b9dee7dc7b0b74.jpg,3504,3504,869,170,1697,1109,train
75afa05621fc17.jpg,3456,3456,1197,1063,295,262,train
ff5bca18e8cebe.jpg,3504,3504,1453,979,397,304,train
bdc2722c74f417.jpg,3456,3456,1284,805,733,550,train
150e867f13d65e.jpg,2877,2877,2150,423,657,367,train
286b2a2d45bf5f.jpg,3311,3311,741,27,1884,1636,train
e0b10ef9f54339.jpg,864,864,80,20,110,48,train
43de999e40e60b.jpg,3599,3599,1196,136,580,240,train
23ee44ade456df.jpg,3599,3599,1547,899,245,148,train
4da810984eea9e.jpg,3456,3456,1326,661,884,546,train
36e257a47007dc.jpg,2969,2969,1663,71,571,275,train
26a8ae1395cd8c.jpg,2287,2287,636,194,429,292,train
199b79dd54a15b.jpg,3504,3504,1942,842,765,530,train
2f9a3cd6ffc76b.jpg,3599,3599,1423,916,460,290,train
726d9203ed877f.jpg,2334,2334,719,306,939,724,train
5f671eab135625.jpg,3599,3599,1852,1092,172,85,train
66c9f47ff60e2c.jpg,3504,3504,1254,734,1030,693,train
f7bf37eb8327c6.jpg,3599,3599,447,1351,562,198,train
0d590c371f37f9.jpg,3599,3599,1327,383,1051,852,train
6e6fa4fcf87b31.jpg,820,820,211,192,384,325,train
3eb0e52ef81221.jpg,897,897,0,0,876,1034,train
1b3d76bc942ed0.jpg,3504,3504,729,827,1416,612,train
3938f4c000f10a.jpg,572,572,20,43,123,47,train
9763e738f28397.jpg,3072,3072,1190,1122,919,565,train
e6416b047552e9.jpg,817,817,5,67,770,535,train
8dfca5d1a3b031.jpg,3599,3599,1378,1322,340,118,train
e5d895143516b0.jpg,1991,1991,1592,132,399,287,train
17e2b0635517c3.jpg,1631,1631,379,58,851,597,train
17786eb8e82aa4.jpg,3599,3599,527,1237,384,208,train
16eb1acb5d1e51.jpg,504,504,0,1,504,623,train
9d3a2b5180aa72.jpg,2764,2764,4,647,1000,1020,train
d7b2d23a9d17f5.jpg,3599,3599,2328,940,358,138,train
69e06db64b61c4.jpg,2311,2311,552,225,1287,401,train
5f2a33469a015d.jpg,3456,3456,1706,809,405,316,train
0a3758ea2d7738.jpg,3534,3534,682,845,735,245,train
bbf0e71f3029ca.jpg,3072,3072,1191,877,449,255,train
abb36b8e6bccfb.jpg,1474,1474,41,222,1175,671,train
91b331b6477585.jpg,3599,3599,972,634,1030,796,train
856e0a7b0740c5.jpg,1736,1736,734,26,285,107,train
d6d5ec6e2e5d7e.jpg,3599,3599,1200,718,632,472,train
710c8f2275462e.jpg,1250,1250,378,23,646,436,train
23ff9aa6383447.jpg,3600,3600,171,685,676,306,train
f2de8b1f9ec775.jpg,2240,2240,1057,608,140,48,train
f0ebc408c8b7e7.jpg,3072,3072,1150,524,648,374,train
a06605f821761e.jpg,3504,3504,1615,728,567,473,train
f9b16e24c0dff0.jpg,3456,3456,1352,598,940,640,train
9ddc58890cf97e.jpg,2218,2218,281,24,434,229,train
fc5b618de59e62.jpg,1772,1772,617,105,317,139,train
2e6ab45a168242.jpg,3504,3504,1502,748,592,452,train
b030a2ebe49714.jpg,3600,3600,1635,1334,429,346,train
593e4c1d710485.jpg,3504,3504,1001,1152,525,404,train
ca6561a64aa40a.jpg,3504,3504,1079,798,664,451,train
949922b8787831.jpg,3600,3600,1902,983,600,364,train
5512a01f1ebaae.jpg,3504,3504,1660,751,287,248,train
31f99c519f55c9.jpg,3600,3600,1182,1649,277,128,train
7bc1c6204002f0.jpg,3599,3599,963,1047,589,230,train
8f85420856b242.jpg,271,271,0,2,267,388,train
7b07517b1b6c48.jpg,1392,1392,61,91,202,136,train
499eee01305865.jpg,3599,3599,920,98,749,294,train
ca02722151e506.jpg,3599,3599,1091,372,1294,798,train
794efa2c140abd.jpg,2100,2100,32,1,2047,1400,train
492aca5fa1469d.jpg,3599,3599,1968,700,387,383,train
b4d2a911bb069f.jpg,3599,3599,1798,1160,364,292,train
5a5f47f9497035.jpg,3599,3599,1627,1283,161,76,train
2b5829810cf673.jpg,442,442,4,13,433,328,train
db1946faa1831d.jpg,410,410,3,75,391,336,train
b271da372a94e0.jpg,1818,1818,160,268,532,142,train
364af15276df7d.jpg,150,150,0,1,150,213,train
2297b3a4237b66.jpg,3600,3600,436,110,357,199,train
70e7990c737ec4.jpg,3046,3046,919,65,932,389,train
c9865abbabe6c1.jpg,3599,3599,983,752,839,659,train
abc26dff8d2703.jpg,3504,3504,1294,869,667,420,train
afa29f1bdb043f.jpg,3504,3504,1520,974,448,362,train
25d364d6b59c6c.jpg,3504,3504,715,121,1759,1018,train
fa3ce0d8d07ceb.jpg,3599,3599,1282,206,395,229,train
fddc196202f75b.jpg,1017,1017,182,158,598,394,train
6b7cf8676a92b8.jpg,869,869,4,72,823,552,train
a50a498399e2b0.jpg,1250,1250,112,26,770,609,train
d530e4d3bdf420.jpg,643,643,420,16,76,30,train
e7ee376be365b6.jpg,411,411,5,3,365,125,train
63cf676d186696.jpg,1302,1302,40,70,756,539,train
050ff64cba5652.jpg,2489,2489,1167,364,1289,736,train
b62eefef65ecbb.jpg,3504,3504,1394,743,530,362,train
067e782400b743.jpg,3600,3600,2285,81,837,360,train
f9b6d8070f1873.jpg,2799,2799,2094,0,325,155,train
cd51f3a695c900.jpg,2348,2348,1708,105,427,167,train
244526dc606bd6.jpg,1239,1239,506,219,487,269,train
c4761ad44b9e2c.jpg,1225,1225,315,121,661,399,train
3cea1a6d87f578.jpg,3599,3599,254,217,1953,1174,train
87c1daa47af401.jpg,3600,3600,1206,136,2035,942,train
b70caeb39a016d.jpg,3599,3599,1751,857,352,218,train
0fa5e91506888d.jpg,3599,3599,1359,951,578,434,train
7bd0d5f7c04deb.jpg,1248,1248,0,11,1248,1374,train
b885b7f6877396.jpg,3599,3599,1555,1246,136,88,train
b6804b7cd3df17.jpg,3599,3599,1802,658,858,773,train
802cd5c63bae95.jpg,2639,2639,389,134,547,352,train
6e0016a21b5b79.jpg,3599,3599,1874,829,351,314,train
8af1341f542ad0.jpg,3456,3456,1391,927,715,407,train
00b3bf2c51d511.jpg,2923,2923,673,321,677,390,train
d5f1d777de94db.jpg,1402,1402,537,81,261,111,train
e58c5afe561294.jpg,3504,3504,1341,439,904,654,train
28dbd886009bef.jpg,3599,3599,1536,1154,227,190,train
d5757ebb110d59.jpg,1522,1522,902,288,387,138,train
e55e1634e568e5.jpg,2240,2240,1148,597,361,232,train
48cc1b95d9fc99.jpg,1113,1113,155,64,302,96,train
b739537cd9ae8b.jpg,1043,1043,456,32,436,191,train
5a0fc41d18a742.jpg,1518,1518,182,55,819,415,train
f455788f0238a3.jpg,1924,1924,486,8,1104,636,train
cd453fdc7a2ffa.jpg,1584,1584,298,33,223,91,train
363284a1575d8d.jpg,719,719,131,14,485,317,train
008f60577b4f60.jpg,1029,1029,221,242,494,240,train
5b6d77030d0d13.jpg,902,902,9,116,886,566,train
eaec37578cb809.jpg,661,661,165,8,400,86,train
667d79a7ba639b.jpg,486,486,3,38,482,266,train
529112b7f1e6cd.jpg,2240,2240,702,648,210,132,train
26acb532c117f5.jpg,3600,3600,1449,257,885,595,train
06b2319b274bd8.jpg,624,624,34,77,577,417,train
a972e51b1af84d.jpg,3504,3504,1119,1023,749,630,train
f0f2e5cf88f157.jpg,3599,3599,1271,954,218,186,train
620e67c3d1834f.jpg,3599,3599,2252,1698,334,128,train
08effbd001de2f.jpg,1126,1126,543,27,574,385,train
782e11608bf4ba.jpg,1446,1446,151,96,568,319,train
4f87ad7c000522.jpg,963,963,103,41,657,557,train
4e9fc822c7d6c7.jpg,3114,3114,868,22,469,207,train
ba470fd8229598.jpg,1583,1583,333,84,716,435,train
609f2fdfd7ddfa.jpg,3504,3504,1068,286,1095,795,train
ac2808f305397f.jpg,2244,2244,1023,450,728,490,train
7ea5c30153c5dd.jpg,3600,3600,2466,715,1015,424,train
dd3735875a4bba.jpg,2091,2091,843,164,455,207,train
08939879247582.jpg,386,386,0,2,386,412,train
b54ed63681a307.jpg,3457,3457,1530,142,1006,629,train
99977806d97e2b.jpg,3599,3599,1539,758,457,418,train
832de9ec2b5ba1.jpg,1338,1338,243,493,1075,660,train
1264dd9c041fad.jpg,3600,3600,1608,1027,370,340,train
7bade63b43e009.jpg,336,336,84,35,63,26,train
f3335af07c38e5.jpg,3504,3504,1358,33,1030,755,train
147b84eddf64ea.jpg,3599,3599,1145,1033,419,159,train
d328aa72db8b76.jpg,872,872,19,26,845,730,train
eb4bfd7f531cd7.jpg,833,833,0,0,37,35,train
0c03ee908d099a.jpg,3456,3456,1357,527,747,579,train
be0ab6c55f9e8e.jpg,3504,3504,1582,922,321,214,train
a9db71cf3206bd.jpg,3072,3072,1226,730,520,330,train
252ebce56058e3.jpg,3599,3599,373,11,891,724,train
df52ad69734b27.jpg,3599,3599,1463,975,402,222,train
bbc11493f6d561.jpg,3504,3504,1369,361,831,671,train
60e8fb25b0874f.jpg,3600,3600,1949,908,399,250,train
a6db50dd151282.jpg,3599,3599,1641,782,375,372,train
43d0d408efb3d1.jpg,3599,3599,1290,1044,410,148,train
0cbbbfc3b0ed30.jpg,3599,3599,793,10,2060,1077,train
5510e7394c767b.jpg,3456,3456,1703,1034,162,135,train
306dad6a198e33.jpg,3456,3456,925,300,1144,724,train
b3258b46e42c19.jpg,3599,3599,563,620,534,213,train
f09f26f8020bad.jpg,1674,1674,432,27,751,479,train
6aff0fd9637336.jpg,3600,3600,2340,1326,384,271,train
0cd8c0a3ab0599.jpg,3456,3456,1442,672,509,372,train
de0bd533f6490b.jpg,3504,3504,753,808,1023,743,train
5827523cf868d3.jpg,1240,1240,0,116,256,170,train
11a8ebf95e003d.jpg,856,856,370,40,161,58,train
65c3c0887c3d63.jpg,1884,1884,79,134,1413,918,train
a870cc1d93ad5c.jpg,3599,3599,675,764,1747,784,train
0113b8b3ee71e6.jpg,3599,3599,1401,671,756,173,train
649ec1068c94dd.jpg,3599,3599,1079,958,514,510,train
3560759547ad8e.jpg,1470,1470,398,47,224,104,train
769c0e19d53924.jpg,3599,3599,2176,320,354,191,train
3cf17164c507c8.jpg,2379,2379,1093,1,327,129,train
f9f3d06f8fff90.jpg,3599,3599,1692,1043,134,76,train
8f93fd7ee766b0.jpg,669,669,12,68,645,378,train
3a0e04b8ae0ebd.jpg,3599,3599,1364,1286,535,195,train
c7a38ae842d0e9.jpg,3599,3599,1753,777,548,449,train
659db7c577ff33.jpg,3504,3504,1550,974,435,364,train
a735ffc30c6938.jpg,3599,3599,1253,652,1662,1098,train
9818dccb431ef9.jpg,3599,3599,1662,622,769,420,train
d339d387a31e34.jpg,3600,3600,1860,1258,312,208,train
d05829802296fe.jpg,3599,3599,590,734,428,153,train
2039a98e8aa235.jpg,1268,1268,1,0,1263,1494,train
f6d1f835cc8510.jpg,3599,3599,1001,937,752,515,train
e5e2110c2073cb.jpg,1800,1800,110,63,1623,1137,train
151a27ac903c62.jpg,2910,2910,1667,14,281,139,train
0d7eecea5d3a64.jpg,2738,2738,1169,837,199,90,train
756f2f0c7c20a4.jpg,3599,3599,1685,1359,180,109,train
db910282c907c2.jpg,1634,1634,238,103,1061,596,train
242f03253eb17e.jpg,1129,1129,15,92,1092,797,train
9f4fe58b8a1223.jpg,3456,3456,1597,778,347,282,train
5c547484a43f32.jpg,2905,2905,2253,124,332,132,train
9f43e9df91e98f.jpg,3599,3599,1419,1167,389,171,train
f5538f2b0b53d8.jpg,3456,3456,1475,624,522,438,train
5db4247ec517c2.jpg,3504,3504,1971,1366,164,83,train
5cf35a076de19e.jpg,548,548,0,101,128,132,train
1db396f46b352b.jpg,3599,3599,1801,1001,789,209,train
9abff9a0b1aba5.jpg,3599,3599,1749,1179,899,570,train
c55a3794d768fb.jpg,3599,3599,1072,741,294,207,train
0b73ad60de3e8c.jpg,356,356,4,19,349,279,train
6e30b9b9e85ef9.jpg,428,428,3,25,423,386,train
a47401b0d60bdc.jpg,3456,3456,1162,330,1034,703,train
2ad4a2f07c2168.jpg,1171,1171,552,292,293,231,train
652e13750e8dfb.jpg,3599,3599,2174,851,260,284,train
75eca2f9f591fa.jpg,512,512,15,18,472,322,train
8773590aeeddbf.jpg,3456,3456,1324,547,801,445,train
8662eed16df749.jpg,1316,1316,63,83,1180,816,train
4a3900a1b777a4.jpg,843,843,8,0,829,622,train
da478833e29d2a.jpg,3599,3599,0,0,358,452,train
73f9689554f4bc.jpg,3456,3456,1551,756,468,323,train
ad14ead0c74abe.jpg,1438,1438,310,42,141,67,train
ac91c70c603541.jpg,1258,1258,524,42,138,52,train
679d6705cb8353.jpg,3335,3335,747,0,482,225,train
98fcdbf9c96a9a.jpg,3599,3599,1877,1255,143,84,train
eb7f9d7eb95578.jpg,2257,2257,1993,177,263,191,train
d2029ee72de177.jpg,863,863,12,32,842,562,train
e764b762f47c1c.jpg,3599,3599,2185,1256,408,316,train
acebd65e366482.jpg,3599,3599,717,0,560,178,train
f71107bcfcf610.jpg,3021,3021,611,81,1729,1291,train
961e649d6e4ad6.jpg,1201,1201,539,59,459,344,train
ac62f01d41c52f.jpg,3600,3600,582,1487,676,526,train
bc90d35dde6098.jpg,2080,2080,13,45,2055,1946,train
defc5a53b5b45f.jpg,3599,3599,2046,1193,631,237,train
6e0961b1c83c16.jpg,1161,1161,227,124,800,485,train
c874da04e68edf.jpg,3599,3599,2546,497,327,145,train
87e74afe905d06.jpg,2218,2218,272,164,1149,847,train
2b137c1f6f1264.jpg,3504,3504,1514,1081,216,189,train
4a8f73f1cfa827.jpg,2000,2000,3,281,159,150,train
4472dc81e8e8d1.jpg,3600,3600,2072,970,338,262,train
5ec4053ab12696.jpg,2614,2614,349,339,696,481,train
551556008dd31e.jpg,1180,1180,59,40,1016,677,train
d14a7097340963.jpg,3600,3600,2289,293,369,156,train
3ee2f36f04c651.jpg,3504,3504,1763,793,365,267,train
56da614b20f3aa.jpg,645,645,131,100,170,89,train
41bb5619dbad46.jpg,360,360,1,8,334,254,train
04136d189079bb.jpg,563,563,0,6,563,604,train
02b64f78440949.jpg,3600,3600,1084,101,1785,1323,train
096ffa82edf9a4.jpg,3599,3599,988,1080,519,141,train
2722748c5c16c4.jpg,897,897,20,88,790,487,train
ede210e99e1683.jpg,1372,1372,279,93,424,176,train
e58e311a414644.jpg,2666,2666,928,49,694,262,train
